page,Company Name,Address
30570.0,Celcom Mobile Sdn Bhd,"No. 97, Jln Iskandar Shah,
, Ipoh, Perak"
30570.0,Kejuruteraan Yazid Jaya Sdn Bhd,"No. 1, Jln Pelanduk 7, Taman Scientex
, Pasir Gudang, Johor"
30593.0,Far East Constn & Engrg Sdn Bhd,"TB100, BA, Jln Apas,
, Tawau, Sabah"
30593.0,Fisherman Rstnt,"No. 4, Ground Floor, Jln Chew Geok Lin,
, Sibu, Sarawak"
30593.0,Windward Outdoor Media Sdn Bhd,"S/L 37, Jln Setia Raja, Travilion Muara Tabuan
, Kuching, Sarawak"
30593.0,Huang Chin Ah,"No. 8, Blok 13, Jln Belanting,
, Tuaran, Sabah"
30593.0,Soh & Co,"Jln Melayu Centre Point,
, Tuaran, Sabah"
30593.0,Tukang Emas Sun Ken Keong,"Ground Floor, Blok 24, Lbh Dua,
, Sandakan, Sabah"
30593.0,KSC Shpg Sdn Bhd,"10th Floor, Wisma Perkasa, Jln Tun Fuad Stephens,
, Kota Kinabalu, Sabah"
30593.0,Tai Yang Supermarket Sdn Bhd,"BA, Blok B,, Bandar Sabindo
, Tawau, Sabah"
30593.0,Auto Part Trdg Co,"2A, Ground Floor, Jln Selangan,
, Sibu, Sarawak"
30593.0,NCK Auto Accessories Sdn Bhd,"TB2999, 1st Floor, Jln Kabota, Leeka Light Industrial Estate
, Tawau, Sabah"
30593.0,Lembaga Pemasaran Pertanian Persekutuan (FAMA),"12th Floor, Plaza Masalam, Jln Tengku Ampuan Zabed, Seksyen 9
, Shah Alam, Selangor"
30593.0,Mutiara Motors Welding & Spraying Sdn Bhd,"No. 96,, Kampung Sedili Kecil
, Kota Tinggi, Johor"
30507.0,Taska Agape,"No. 58, Jln Asean, Taman Asean
, Melaka, Melaka"
30507.0,Maim Bentara Sdn Bhd,"No. 30, Jalan Bpm 2,, Taman Bukit Piatu Mutiara,
, Melaka, Melaka"
30507.0,Jayengmaju Mini Market Sdn Bhd,"No. 20, Lrg Mewah 8, Taman Mewah
, Kamunting, Perak"
30507.0,Pan Lee Kong,", Taman Austin Heights
, Banting, Selangor"
30507.0,Ms Photo Cent,"Langkawi Parade, Jln Padang Matsirat,
, Kuah, Kedah"
30507.0,Emi-file Distributor Sdn Bhd,"No. 9, Jln Brunai Barat,
, Kuala Lumpur, Kuala Lumpur"
30507.0,Cat Engrg Sdn Bhd,"44-01, 1st Floor, Jln Setia 3/7, Taman Setia Indah
, Johor Bahru, Johor"
30507.0,Tan Yoke Siang,"No. 37, Jln Indah 5/7, Taman Bukit Indah
, Johor Bahru, Johor"
30507.0,Metals Exchange Sdn Bhd,"No. 127745, Jln Kempas Lama,,
, Johor Bahru, Johor"
30507.0,N V Management Conslt Svc,"No. 32, 1st Floor, Jln Sg 1/5, Taman Sri Gombak
, Batu Caves, Selangor"
30507.0,Truly Leisure Holidays Sdn Bhd,"P7, A, Jln Ipoh Batu 4 1/2,
, Kuala Lumpur, Kuala Lumpur"
30507.0,A W A Network Sdn Bhd,"No. 46, Jln Kledang Utara, Tmn Perindustrian Chandan Raya
, Ipoh, Perak"
30552.0,Forward Wind Sdn Bhd,"8th Floor, Megan Avenue 1, Jln Tun Razak,
, Kuala Lumpur, Kuala Lumpur"
30552.0,Romli B Saad,"Wisma Jkkr, Jln Jelawat, Pkgn Felda Keratong Lima
, Bandar Tun Abdul Razak, Pahang"
30552.0,Gonasagaran R chidambaram,"Guard House, Jln Usj 23/3c, Usj
, Subang Jaya, Selangor"
30552.0,Gamajaya Sdn Bhd,"2nd Floor, Blok 1, Jln Tabuan, Chonglin Park
, Kuching, Sarawak"
30552.0,Thien Kee Vui,"Lrg 1G Kkip Selatan IZ4,
, Kuching, Sarawak"
30552.0,Yung Shin Steel Sdn Bhd,"PT5825, Jln Johan 1/1, Kaw Perindustrian Pengkalan 2
, Pusing, Perak"
30552.0,Habib Jewels Sdn Bhd,"Suria Sabah, Jalan Tun Razak,,
, Kota Kinabalu, Sabah"
30552.0,Yun Hing Trdg,"Industri Ringan Chun Huat, Jln Temerloh Km 3,
, Jerantut, Pahang"
30552.0,Zapin Hardware Trdg,"No. 57, Jln Zapin Indah 2, Bandar Indrapura
, Jerantut, Pahang"
30552.0,Fazs Ent,", Wangsa Maju
, Kuala Lumpur, Kuala Lumpur"
30552.0,Zahiah Nasir & Co,"18A, A, Jln Wawasan Ampang 2/3, Bandar Baru Ampang
, Ampang, Selangor"
30552.0,Lim Yee Boon,"2A, 1st Floor, Jln Dagang Sd 2/1G, Taman Sri Damansara
, Kepong, Kuala Lumpur"
30545.0,East Valley Enterprise,"No. 90, M, Jln Mamanda 1, Taman Dato Ahmad Razali
, Ampang, Selangor"
30545.0,Hang Seng Kedai Emas Dan Jam,"7D, Jln Besar,
, Arau, Perlis"
30545.0,Life Decoration Sdn Bhd,"No. 103, A, Jln Dedap 4, Taman Johor Jaya
, Johor Bahru, Johor"
30545.0,Jassa Advtg & Landscape,"No. 16, Jln Damai Raya 2, Alam Damai
, Cheras, Kuala Lumpur"
30545.0,Teo Guan Cheong,"No. 53, Jln Kencana, Taman Pelangi
, Johor Bahru, Johor"
30545.0,Mohd Zulkifli B Mokhtar,"No. 6, 1st Floor, Komplek Bazar Buloh Kubu, Jln Bu,
, Kota Bharu, Kelantan"
30545.0,Yew Siew Woon,"2-1, 1st Floor,, Lobak Business Centre
, Seremban, Negeri Sembilan"
30545.0,Wo Chee Wai,", Tmn Permai
, Batu Pahat, Johor"
30545.0,Tandem Global Logistics (M) Sdn Bhd,"35A, 2nd Floor, Jln Beringin,
, Pelabuhan Klang, Selangor"
30545.0,Nanyang Hub Sdn Bhd,"B2, Semua House, Lrg Bunus 6,
, Kuala Lumpur, Kuala Lumpur"
30545.0,Mandarin Hair Dressing Centre,"No. 34, A, Jln Temoh Kaw 18,
, Klang, Selangor"
30545.0,Yong Lai Lee Sykt,"No. 31, Jln Bunga Ros, Taman Sri Kulai Baru
, Kulai, Johor"
30549.0,Adrian Leh Swee Hui,"A83, Jln Indah 1, Taman Sejati Indah
, Sungai Petani, Kedah"
30549.0,Zamzamila Zambri,"Blok B Diamond Square, Jln 3/50 Off Jln Gombak,
, Kuala Lumpur, Kuala Lumpur"
30549.0,CT Wide Service,"No. 22, 1st Floor, Lorong Pjs 1/2A,, Taman Peransang,
, Petaling Jaya, Selangor"
30549.0,Best Selection Sport,"No. 30, 1st Floor, Jalan Badminton 13/29,, Seksyen 13,
, Shah Alam, Selangor"
30549.0,Samporna Spa,"No. 527, Jln Tanjong Bungah,
, Tanjong Bungah, Pulau Pinang"
30549.0,Ptc Systems Sdn Bhd,"33-3-7, Jaya 1, Jln Universiti, Seksyen 13
, Petaling Jaya, Selangor"
30549.0,Ng Chin Huat,"No. 31, Jln Bayu Tinggi 7, Bayu Nexus
, Klang, Selangor"
30549.0,Loh Chee Kiang,"No. 86, Jln Dedap 7, Taman Johor Jaya
, Johor Bahru, Johor"
30549.0,Ng Teck Choong,"No. 73, Jln Taman Gembira, Taman Gembira
, Semenyih, Selangor"
30549.0,Speed Cleaning Svc & Trdg,"No. 41, Jln Cenderai 25,, Kaw Perindustrian Kota Puteri
, Masai, Johor"
30549.0,Siti Aminah Dali,"No. 5, Ground Floor, Psn Seksyen 4/6, Bandar Putra Bertam
, Kepala Batas, Pulau Pinang"
30549.0,Dr Arul Raj Rajoo,"No. 23, Jln Bunga Melati, Taman Maju Jaya
, Kuala Lumpur, Kuala Lumpur"
30522.0,Pro-builder (Skk) Sdn Bhd,"No. 8, 1st Floor, Twin Towers, Jln Rock,
, Kuching, Sarawak"
30522.0,Palmwill Trdg Ent,"BA, Blok N, Lrg Sibuga Jaya 13, Bandar Sibuga Jaya
, Sandakan, Sabah"
30522.0,Law Yaw Fue,"797D, Jln Balakong Batu 13,
, Seri Kembangan, Selangor"
30522.0,Lim Nyet Foong,"No. 45, Jln Puteri 5/7, Bandar Puteri
, Puchong, Selangor"
30522.0,Pkimt Teguh Sdn Bhd,"No. 817, Jln Enggang, Taman Keramat
, Kuala Lumpur, Kuala Lumpur"
30522.0,Sek Men St Mary,"Sekolah Menengah St Mary, Jln 5/1D, Taman Intan Baiduri
, Kepong, Kuala Lumpur"
30522.0,Loh Wai Fong,"53-1, Jln Puteri 5/7, Bandar Puteri
, Puchong, Selangor"
30522.0,Ab Wahab Md Yusof,"11A, 1st Floor, Jln Pju 10/10b, Saujana Damansara
, Petaling Jaya, Selangor"
30522.0,Goh Tse Hsiung,"D-01-1, Plaza Kelana Jaya, Jln Ss7/13a, SS7
, Petaling Jaya, Selangor"
30522.0,Tooriya Trdg Store,"No. 25, Jln Hujan Rahmat, Taman Overseas Union
, Kuala Lumpur, Kuala Lumpur"
30522.0,CK Chan Enterprise,"No. 1344, Jln Hulu Langat Batu 10, Kampung Bukit Raya
, Hulu Langat, Selangor"
30522.0,Ong Siew Chin,"No. 9, Jln Limau Kasturi, Taman Suraya Indah
, Pontian, Johor"
30596.0,TC Maju Trading Sdn Bhd,"No. 4487,, 13 Kongsi Bukit Minyak
, Bukit Mertajam, Pulau Pinang"
30596.0,Globalmas Sdn Bhd,"5th Floor, Megan Avenue Ii, Jln Ampang,
, Kuala Lumpur, Kuala Lumpur"
30596.0,Yon Sing Enterprise,"No. 35, Lrg Putih 8, Taman Rakyat Mergong
, Alor Setar, Kedah"
30596.0,Kejuruteraan Bio Tech,"No. 5, Lrg Lima, Taman Glenview
, Kamunting, Perak"
30596.0,Athi Seelan,"No. 9, 1st Floor, Jln Bijeh Timah,
, Ipoh, Perak"
30596.0,Speedmex Rent-A-Car Sdn Bhd,"2nd Floor, Blok 2, Hlm Bukit Gambir,
, Gelugor, Pulau Pinang"
30596.0,YX Security Equipment Enterprise,"No. 24, 1st Floor, Jln Cengal 1, Taman Cengal
, Kulim, Kedah"
30596.0,Sew & Lee Management Services,"73A, Pusat Perniagaan Raja Uda, Jln Raja Uda,
, Butterworth, Pulau Pinang"
30596.0,Palais De Love Bridal House,"B32, Lrg Tun Ismail 11, Jln Tun Ismail 1 Sri Dagangan 2
, Kuantan, Pahang"
30596.0,Beauty Blue Gems,"2nd Floor, Star Parade, Jln Telok Wanjah,
, Alor Setar, Kedah"
30596.0,Hartamas Real Estate (Malaysia) Sdn Bhd,"A-13-10, Tkt 13, Jalan Pju 1/39,, Tower A Menara Prima, Dataran Prima,
, Petaling Jaya, Selangor"
30596.0,Jendela Ilmu Enterprise,"111A, Jln Sultan Zainal Abidin,
, Kuala Terengganu, Terengganu"
30512.0,Honest Fair Sdn Bhd,"18, Tingkat 1, Jalan Gelang Off Jalan Sungai Besi,,
, Kuala Lumpur, Kuala Lumpur"
30512.0,Low Teng Chew,"No. 14, Jln Cerapu Off Jalan Cheras,
, Kuala Lumpur, Kuala Lumpur"
30512.0,Yeo Hong Phor,"No. 9, Jln Dato Haji Kosai,
, Muar, Johor"
30512.0,Chen Sen Yong,"No. 98, Jln Imbi,
, Kuala Lumpur, Kuala Lumpur"
30512.0,Orchid Blossom Sdn Bhd,"4th Floor, Suria KLCC, Jalan Ampang,
, Kuala Lumpur, Kuala Lumpur"
30512.0,Ts Hardware Trdg Sdn Bhd,", Tmn Johor Jaya
, Johor Bahru, Johor"
30512.0,Ku Izham Ent,"Plaza Langkawi, Jln Air Hangat,
, Kuah, Kedah"
30512.0,Lim Chin Hock,"No. 143, Jln Buloh Kasap Batu 3 1/2, Kampung Rasau
, Segamat, Johor"
30512.0,Paneagle Communications Sdn Bhd,"PT164, Jln Parit Dalam,
, Kota Bharu, Kelantan"
30512.0,Za Sepakat Ent,"No. 4949, 1st Floor, Jln T/s 2/1A, Taman Semarak
, Nilai, Negeri Sembilan"
30512.0,Sun Lite Elctl Trdg,"62 Jalan Jelawat,, Taman Banang,
, Batu Pahat, Johor"
30512.0,Zhu Hai Reflexology Theraphy Sdn Bhd,"No. 34, Ground Floor,, Wong Kwok Commersial Centre
, Penampang, Sabah"
30597.0,FG Network Consultancy (M) Sdn Bhd,"No. 40, 1st Floor, Jln 4/62d, Medan Putra Business Centre
, Kuala Lumpur, Kuala Lumpur"
30597.0,Sin Kim Ann Steel Trading Co,"No. 2A, Lot 830, Lorong 2,, Jln Teng Kung Suk, Upper Lanang Road,
, Sibu, Sarawak"
30597.0,Inova Lighting Sdn Bhd,"562/3, Jln Telok Sisek,
, Kuantan, Pahang"
30597.0,Pasar Mini YS,"No. 59, Lrg Pengkalan Maju 1, Taman Pengkalan Maju
, Taiping, Perak"
30597.0,Huslizain Hussin,"No. 29, 1st Floor, Jln Ibrahim,
, Sungai Petani, Kedah"
30597.0,Bandar Puteri Veterinary Clinic & Surgery,"No. 16, Jln Puteri 5/8, Bandar Puteri
, Puchong, Selangor"
30597.0,Chilli Restaurant,"4A, Jln Besar,
, Kuantan, Pahang"
30597.0,@Ease Boutique Hotel,"HS12, BA, Hotel Ease,, Sandakan Harbour Sq
, Sandakan, Sabah"
30597.0,Agrofog Sdn Bhd,"18, Jalan PJS 11/14,, Taman Bandar Sunway,
, Petaling Jaya, Selangor"
30597.0,An-Nur Travel & Tour Sdn Bhd,"17A, Medan Gopeng 3 ,, Medan Gopeng
, Ipoh, Perak"
30597.0,An-Nur Poto Travel & Tours Sdn Bhd,"17A, Medan Gopeng 3 ,, Medan Gopeng
, Ipoh, Perak"
30597.0,KBB Business Solutions,"No. 121, Jln Pasir Puteh,
, Ipoh, Perak"
30580.0,Manquip Industries Sdn Bhd,"11G, Jln Perniagaan Masria 1, Off Jln Cheras
, Cheras, Selangor"
30580.0,Man Tak Timber & Hardware Trading Co,"No. 2854, Jln Damansara, Kampung Sungai Penchala
, Kuala Lumpur, Kuala Lumpur"
30580.0,Yong Chiang Poultry Dealer,"Gerai Ayam Pasar Awam, Jln Berangan,
, Kluang, Johor"
30580.0,Yong Chong Industries Co,"A16,, Kelapa Sawit
, Kulai, Johor"
30580.0,Yong Electrical,"No. 36,,
, Ayer Baloi, Johor"
30580.0,Yong Fatt Auto Spares Parts,"No. 1521, Jln Buloh Kasap, Pekan Jabi
, Segamat, Johor"
30580.0,Yong Fatt Bicycle Shop,"No. 39,, Tanjung Sedili
, Kota Tinggi, Johor"
30580.0,Yong Fatt Mini Market,"No. 77, Jln Segamat, Taman Okid Baru
, Labis, Johor"
30580.0,Yong Foh Sin,"Blok E,, Pasar Awam Taman Dahlia
, Johor Bahru, Johor"
30580.0,Li Reng Trading,"No. 620, Jln Banjaran 4, Kampung Haji Rahmat
, Johor Bahru, Johor"
30580.0,A One Floral Enterprise Sdn Bhd,"No. 5,, Taman Bukit Indah Brinchang
, Brinchang, Pahang"
30580.0,Xmite Pest Control Sdn Bhd,"No. 16, 01st Floor, Jln Ros Merah 2/14, Taman Johor Jaya
, Johor Bahru, Johor"
30537.0,B M Laboratory (Ipoh) Sdn Bhd,"No. 34, Psn Bercham Selatan 2, Desa Kencana
, Ipoh, Perak"
30537.0,Intermedic Therapy Center Sdn Bhd,"No. 27, Lrg Haruan 5/1, Oakland Commerce Square
, Seremban, Negeri Sembilan"
30537.0,Juruukur Bahan Mcm&f,"6447D, 1st Floor, Jln Telipot,
, Kota Bharu, Kelantan"
30537.0,Kedai Ubat Siddiq Ent,"BA, Blok B Lot 28 Cabaran Lega,, Pekan Sipitang
, Sipitang, Sabah"
30537.0,Alliance Cosmetics Sdn Bhd,"2nd Floor, Central Shopping Plaza, Jln Banjaran,
, Kota Kinabalu, Sabah"
30537.0,Rich Ent,"Jln Kampung Pinawantai,
, Kudat, Sabah"
30537.0,Stirk Lamont (MSC) Sdn Bhd,"34th Floor, Shahzan Tower, Jln Raja Chulan,
, Kuala Lumpur, Kuala Lumpur"
30537.0,D Nadz Niaga Ent,"G08, GR, Tesco Mergong, Lbr Sultanah Bahiyah,
, Alor Setar, Kedah"
30537.0,Pusat Fotokopi Razak,"No. 2636, Jalan Sri Putri 8/2,, Taman Putri,
, Kulai, Johor"
30537.0,Kumar Muthu,"No. 9,, Taman Lintang
, Sungai Siput, Perak"
30537.0,Mohd Nasir B Hussin,"No. 577, Jln Panji, Kampung Rambutan Rendang
, Kota Bahru, Kelantan"
30537.0,Paradise Tropical Discovery Sdn Bhd,"No. 712, Jln Jeti,
, Kuala Besut, Terengganu"
30591.0,Sunlight Saunas,"No. 203, 33rd Floor, Menara Keck Seng, Jln Bukit B,
, Kuala Lumpur, Kuala Lumpur"
30591.0,Kam Meng Goldsmith Marketing Sdn Bhd,"No 14, Tkt Bagan Baru 4,, Bagan Baru,
, Butterworth, Pulau Pinang"
30591.0,Siti Zaiton A Kadir,"No. 9, Jln Tembaga Merah 15, Taman Sri Skudai
, Johor Bahru, Johor"
30591.0,Kong & Associates Conslt Sdn Bhd,"35, 1st Floor, Jln Masai Jaya 1,, Plentong,
, Masai, Johor"
30591.0,Swift-Bird Farm Sdn Bhd,"No. 33, 1st Floor, Jln Limau Manis 4, Taman Limau Manis
, Bukit Mertajam, Pulau Pinang"
30591.0,Chia Chee Keong,"No. 7, 1st Floor, Jln Jaya 1,
, Kota Tinggi, Johor"
30591.0,Risda Plantations Sdn Bhd,"Pst Pengumpulan Buah K/sawit,, Perlop 3
, Sungai Siput, Perak"
30591.0,Peninsula Residence,"No. 10, Ground Floor, Peninsular Residence, Jln Se, Bukit Damansara
, Kuala Lumpur, Kuala Lumpur"
30591.0,Usaha Cendera Sdn Bhd,"No. 333, 1st Floor, Lrg 4B Off Jalan Kedandi, Tabuan Laru
, Kuching, Sarawak"
30591.0,Sing Hoe Hin Sdn Bhd,"No. 43, Rumah Kakitangan Kerajaan, Jln Bintang,
, Bintangor, Sarawak"
30591.0,Fed Technology Cent,"Ground Floor, Blok Bc Sadong Jaya, Lrg Ikan Juara, Karamunsing
, Kota Kinabalu, Sabah"
30591.0,Kolej Islam Sains & Teknologi,"No. 1798, Kampus Utama Ibnu Sina, Jln Mukim Telong,
, Bachok, Kelantan"
30523.0,Lts Warehouse Management Sdn Bhd,"PLOT 97, Slk Bayan Lepas, Zon Perdagangan Bebas Fasa 4
, Batu Maung, Pulau Pinang"
30523.0,Toa Electronics (M) Sdn Bhd,"2, Tingkat 3, Kompleks Kemajuan, Jalan 19/1b,, Seksyen 19,
, Petaling Jaya, Selangor"
30523.0,Jasa Integrasi Sdn Bhd,"No. 29, 1st Floor, Jln Ts 6/10a, Taman Industri Subang
, Petaling Jaya, Selangor"
30523.0,Yi Sheng Foot Therapy & Reflexology,"No. 102, Jln Serampang, Taman Pelangi
, Johor Bahru, Johor"
30523.0,Msd Ent Sdn Bhd,"No. 995, 1st Floor, Bdc Commercial Centre, Jln Stu, Taman Satria Jaya Bdc
, Kuching, Sarawak"
30523.0,Optical 88 Eyecare (M) Sdn Bhd,"Ground Floor, 1 Borneo Block C, Jln Ums, 1 Borneo
, Kota Kinabalu, Sabah"
30523.0,Smart Copy Trdg,"No. 45, Jln Raja Muda Abdul Aziz,
, Kuala Lumpur, Kuala Lumpur"
30523.0,Ns Tyre Battery Ent,"MT2776, Jln Bukit Beringin, Pekan Masjid Tanah
, Masjid Tanah, Melaka"
30523.0,Verano Living Sdn Bhd,"No. 2217, Jln Kebun Tea, Kampung Baru Sungai Buloh
, Sungai Buloh, Selangor"
30523.0,Mhn Corpn Sdn Bhd,"12A, Jln Diplomatik 2/1, Presint 15
, Putrajaya, Putrajaya"
30523.0,Pusat Persolekan Modern Classic,"No. 2, Lbh Lembah Impiana, Lembah Impiana
, Kulim, Kedah"
30523.0,Lee Ah Leong,"No. 44, Jln Tk 1/1, Taman Kinrara
, Puchong, Selangor"
30600.0,Uniria Books Sdn Bhd,"87-G-19, Jln Sungai 2,
, Gelugor, Pulau Pinang"
30600.0,Alpha Hill (M) Sdn Bhd,"No. 66, Jln Tambur 33/19, Seksyen 33
, Shah Alam, Selangor"
30600.0,GS Smart Auto Sdn Bhd,"No. 6, Jalan Padang Matsirat,, Taman Seri Langkawi,
, Kuah, Kedah"
30600.0,Standard Garage Sdn Bhd,"No. 5035, Tj Mart, Jln Air Hitam Batu 17 1/2,
, Senai, Johor"
30600.0,E Metix Marketing,"No. 14, 01st Floor, Jln Suria 2, Bandar Sri Alam
, Masai, Johor"
30600.0,Sulaiman Abdullah,"No. 21, Jln Padi Emas 3/2, Bandar Baru Uda
, Johor Bahru, Johor"
30600.0,Adam Sumiru,"03-01, Jln Padi Mahsuri 12, Bandar Baru Uda
, Johor Bahru, Johor"
30600.0,Haidah Othman,"Gerai Pasar Baru, Jln Sekolah, Kampung Melayu Majidee
, Johor Bahru, Johor"
30600.0,Syabas Travel & Tours Sdn Bhd,"No. 37, Jln Bukit Idaman 8/1, Bukit Idaman
, Batu Caves, Selangor"
30600.0,Klinik Ortodontik Rohanah,"E202, Kelana Park View , 1, Jalan SS6/2, Kelana Jaya,
, Petaling Jaya, Selangor"
30600.0,Holistic Country Holdings Sdn Bhd,"No. 215, Jln Raja Sulong, Kampung Boyan
, Taiping, Perak"
30600.0,Intan Beach Resort Sdn Bhd,"898N, Jalan Dato Jaya,, Batu Burok,
, Kuala Terengganu, Terengganu"
30544.0,Ncz Trdg,"A63, Ground Floor, Jln Haji Ahmad,
, Kuantan, Pahang"
30544.0,Pulau Banding Foundation,"No. 471, Lbr Timur Barat KM37, Pulau Banding
, Intan, Perak"
30544.0,Abd Rahim Badar,"Ground Floor, Batu Pahat Mall, Jln Kluang,
, Batu Pahat, Johor"
30544.0,Tang Chik Auto Ent,"No. 33, Jln Ps 2/1, Taman Pinggiran Senawang
, Seremban, Negeri Sembilan"
30544.0,Melodi Astana Sdn Bhd,"Ground Floor, Jln Sjy Commercial, Sibu Jaya
, Sibu, Sarawak"
30544.0,Mohd Zaki B Kamaludin,"Ground Floor, Lrg Cermai, H T M Industrial Estate
, Kota Kinabalu, Sabah"
30544.0,Ung Siew Tour,"29-2, Jln Bpp 5/1, Bandar Putra Permai
, Seri Kembangan, Selangor"
30544.0,Geotech Drillers Sdn Bhd,"No. 5, 2nd Floor, Blok A Taipan Damansara, Jln Pju, Ara Damansara
, Petaling Jaya, Selangor"
