page,Company Name,Address
4.0,Hanoi Tour Package - 5 Days 4 Nights - Sapa - Halong Bay,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
10.0,TL Copier (East Coast) Sdn Bhd,"B-242, Jalan Dato Lim Hoe Lek,,
, Kuantan, Pahang"
10.0,Classic Above Ground Pools Sdn Bhd,"No. 3 Jln Impian Emas 5/1, Taman Impian Emas
, Johor Bahru, Johor"
10.0,TM Info-Media Sdn. Bhd. (HQ),"Level 36 (North), Menara TM, Jalan Pantai Baharu
, Kuala Lumpur, Kuala Lumpur"
10.0,Smart Trade Glass Enterprise Sdn Bhd,"109 Jln Idaman 1/8, Kawasan Perindustrian Desa Idaman
, Senai, Johor"
10.0,RFM Facade Products (M) Sdn Bhd,"No. 37, Jalan Serendah 26/41,, Sekitar 26, Seksyen 26,
, Shah Alam, Selangor"
10.0,ELT Prestige Sdn Bhd,"No. 22, Jalan Semtech 4, Semenyih Technology Park
, Semenyih, Selangor"
10.0,Akasep Sdn Bhd,"No. 179, 1st Flr,, Wisma Sugarbun, Jln Satok,
, Kuching, Sarawak"
10.0,Kah Seng Air-Cond Sdn Bhd,"No. 5, Jln Dedap 7, Taman Johor Jaya
, Johor Bahru, Johor"
10.0,NKW Electrical,"284, Jalan Macalister,,
, Georgetown, Pulau Pinang"
10.0,ZSC Engineering Equipment (M) Sdn Bhd,"B5-2-5, Signature Park,, Jalan Technology 2/1A,
, Petaling Jaya, Selangor"
10.0,Qpack Industries Sdn Bhd,"Lot 12, Jalan 1,, Kawasan Perusahaan Cheras Jaya
, Cheras, Selangor"
10.0,Hung Tat Hardware & Trading,"Lot 47A, Ground Floor, Mile 5.5, Tuaran Road,, Jalan Kilang, Sedco Industrial Estate, Kolombong,
, Kota Kinabalu, Sabah"
9.0,Universiti Kuala Lumpur,"1016, Jalan Sultan Ismail,
, Kuala Lumpur, Kuala Lumpur"
9.0,Globechem Sdn Bhd,"Lot 26, Jalan Delima 1/3,, Subang Hi Tech Industrial Park,
, Shah Alam, Selangor"
9.0,Signtek Marketing Sdn Bhd,"SL 290, Lot 6, Section 62,, Lorong Blacksmith 2B Off Jln Ang Cheng Ho,
, Kuching, Sarawak"
9.0,K C Success Sdn Bhd,"Lot 2472, Jalan Suara, Bt 15, Off Jalan Kapar
, Kapar, Selangor"
9.0,Jah Man Enterprise,"PT1056, Kampung Jaya Setia,
, Chemor, Perak"
9.0,Big Ben Transport & Tours Sdn Bhd,"D1-3A-13A, Solaris Dutamas 1,, Jalan Dutamas, Mont Kiara,
, Kuala Lumpur, Kuala Lumpur"
9.0,KayuKayu Gift Shop,"6, Jalan Selasih U12/26C, Taman Cahaya Alam, Seksyen U12
, Shah Alam, Selangor"
9.0,Hi-Tec Valves (Malaysia) Sdn Bhd,"No. 26A, Jln Rumbia 20,, Tmn Daya
, Johor Bahru, Johor"
9.0,KTS Cleaning Services,"Lot 970, Jalan Seroja,, Kg Sg Kayu Ara, Damansara Jaya,
, Petaling Jaya, Selangor"
9.0,Fook Hing Casket Sdn Bhd,"19C, Jalan Dewan Bahasa,, Off Jalan Lapangan Terbang Lama Bukit Seputeh,
, Kuala Lumpur, Kuala Lumpur"
9.0,JCY Steel Enterprise,"Lot 860A, Kg. Baru Sg Buloh,,
, Sungai Buloh, Selangor"
9.0,Poh-Link Nursing Centre Sdn Bhd,"No. 105, Jalan Melur 11,, Taman Melur,
, Ampang, Selangor"
6.0,Krabi Tour Package - 4 Days 3 Nights - Sunda Resort,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Krabi Tour Package - 3 Days 2 Nights - Infinity Aonang,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Goa Trip Tour - 5 Days 4 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Goa Leisure Vacation Package - 4 Days 3 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Mumbai Tour Package - 6 Days 5 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Mumbai Tour Package - 5 Days 4 Nights - Shirdi - Shani Shignapur - Nashik,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Shimla Manali Tour Package - 8 Days 7 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Delhi with Shimla Manali Tour Package - 7 Days 6 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Kerala Tour Package - 6 Days 5 Nights - Cochin - Alleppey - Thekkady - Munnar,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Kerala Family Tour Package - 5 Days 4 Nights - Cochin - Munnar - Alleppey,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Delhi + Kashmir Tour Package - 8 Days 7 Nights - Agra - Jaipur,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
6.0,Delhi Agra Tour Package With Kashmir-6 Days 5 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Hanoi Tour Package - 4 Days 3 Nights - Halong Bay,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Danang Tour Package - 5 Days 4 Nights - Hoi An - Cam Thanh Village - Ba Na Hills - Hue,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Danang Tour - Hoi An - My Son - Marble Mountains - BaNa Hills - 4 Days 3 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Ho Chi Minh Tour Package - Shopping - Mekong Delta - 4 Days 3 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Ho Chi Minh City Tour Package - 3 Days 2 Nights - Shopping - Cu Chi Tunnel,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Bangkok Tour Package - 4 Days 3 Nights -Damnoensaduak Floating Market,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Bangkok Tour Package - 3 Days 2 Nights - Grand Palace,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Bangkok City Tour & 4 Faces Buddha Temple - 3 Days 2 Nights,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Phuket Tour Package - 4 Days 3 Nights - TY R,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Phuket Tour Package - 4 Days 3 Nights - SNS B Resort,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Phuket Tour Package - 4 Days 3 Nights - OCNFNT B Resort & Spa,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
5.0,Krabi Tour Package - 4 Days 3 Nights - Aonang Paradise Resort,"No 24-2, Jalan Pusat BCH 1/3, Bandar Country Homes
, Rawang, Selangor"
17.0,Hotel Traveller,"Shop Lot 27 & 28, Jalan Tugu,, Kampung Air,
, Kota Kinabalu, Sabah"
17.0,Kuek & Kueh Packaging Industries Sdn Bhd,"Lot 1017, Section 66,, Jalan Tekad, Bintawa Industrial Estate,
, Kuching, Sarawak"
17.0,Al Fresco Elite System Sdn Bhd,"Jln Utama 1, Taman Utama
, Sungai Mati, Johor"
17.0,Extol Corporation Sdn Bhd,",
, Kuala Lumpur, Kuala Lumpur"
17.0,Damansara Diesel Service Sdn Bhd,"Lot 960, Kampung Baru,
, Sungai Buloh, Selangor"
17.0,I N C Acoustics Sdn Bhd,"Lot 9, Jalan CJ 1/2A,, Kawasan Miel Cheras Jaya,
, Cheras, Selangor"
17.0,T-Technic Engineering Sdn Bhd,"No. 29 & 29-1, Jalan Seksyen 3/4,, Taman Kajang Utama,
, Kajang, Selangor"
17.0,Ali Baba Cleaning Services Sdn Bhd,"C-1-41A, Block C, Jalan PJU 10/10F,, Saujana Damansara,
, Petaling Jaya, Selangor"
17.0,Panelight Electrical Engineering Sdn. Bhd.,"B8-B9, Komplek Kilang BPIMB, Lot 55,, Kaw Prush Mergong Barrage 2, Jln Lencong Barat,
, Alor Setar, Kedah"
17.0,Showa Engineering & Crane Services,"No. 109, Jln Anggerik 32, Taman Johor Jaya
, Johor Bahru, Johor"
17.0,High Speed Autogate,"No. 11, Jln Setia 4/5, Taman Setia Indah
, Johor Bahru, Johor"
17.0,Chan May May Optometrist Sdn Bhd,"306, Jalan Burma,,
, Georgetown, Pulau Pinang"
20.0,Vibracon Sdn Bhd,"No. 14, Jalan Utama 1/15, P.O. Box 63,, Taman Perindustrian Utama, Seksyen 1,
, Puchong, Selangor"
20.0,Unimech Engrg (KL) Sdn Bhd,"12G, Jalan Tandang, Seksyen 51
, Petaling Jaya, Selangor"
20.0,Hing Loong Resources Sdn Bhd,"Lot 7928, Jalan Sigma U6/13,, Kampung Baru Subang,
, Shah Alam, Selangor"
20.0,Mink Yuan Cabin & Container Sdn Bhd,"Lot 3528A, Jalan Keretapi Lama, Batu 11, Off Jalan Kenangan, Kapar
, Klang, Selangor"
20.0,Refracon Sdn Bhd,"Lot 35, Lorong 1B,, Kampung Baru Subang, Seksyen U6,
, Shah Alam, Selangor"
20.0,Panelight Electrical Engineering Sdn. Bhd.,"B8-B9, Komplek Kilang BPIMB, Lot 55,, Kaw Prush Mergong Barrage 2, Jln Lencong Barat,
, Alor Setar, Kedah"
20.0,Unimech Engineering (JB) Sdn Bhd,"No. 18, Jln Ros Merah 1/3, Taman Johor Jaya
, Johor Bahru, Johor"
20.0,TS Plastics Sdn Bhd,"PT30131, Off Jalan Johan 2/1A,, Estate Perindustrian Pengkalan 2
, Pusing, Perak"
20.0,Unimech Engineering (M) Sdn Bhd,"Wisma Unimech, No. 4934, Jalan Chain Ferry
, Butterworth, Pulau Pinang"
20.0,Muhibbah Security Sdn Bhd,"No. 8, Lorong 6A/91, Taman Shamelin Perkasa
, Kuala Lumpur, Kuala Lumpur"
20.0,KTS Trans Movers,"No. 21, Jalan SS 6/12,, Kelana Jaya
, Petaling Jaya, Selangor"
20.0,Super Air-Cond Parts & Supplies Sdn Bhd,"No. 35, Jalan Gelang,, Off Jln Sungai Besi,
, Kuala Lumpur, Kuala Lumpur"
16.0,Multimech Sdn Bhd,"No. 5, Jalan Kilang 1, Kawasan Perkilangan Jelapang
, Ipoh, Perak"
16.0,Pentour Travel Agencies Sdn Bhd,"No. 7, Lorong Macalister,,
, Georgetown, Pulau Pinang"
16.0,Best Quality Batching Sdn Bhd,"No. 1180, Bangunan Bei,, Lorong 2, Krokop,
, Miri, Sarawak"
16.0,Yin Seng Transport (Labuan) Sdn Bhd,"No. 9, 1st Floor, MPL Saguking Warehouse,, P.O.Box 80591
, Labuan, Labuan"
16.0,Steelon (M) Sdn Bhd,"No. 2,, Jalan Limau Manis,
, Kota Kinabalu, Sabah"
16.0,Prime Enterprise,"1st & 2nd Floor, Lot 13, Kolam Centre,, Jalan Lintas, Luyang,
, Kota Kinabalu, Sabah"
16.0,NMC Products (M) Sdn Bhd,"No. 16, Jln Bulan U5/171, Seksyen U5,Subang 2
, Shah Alam, Selangor"
16.0,Capricorn Freight Services Sdn Bhd,"Suite 9, 10th Floor, Wisma Perindustrian,, Off Jalan Istiadat, Likas Bay,
, Kota Kinabalu, Sabah"
16.0,Shintech M & E Engineering Sdn Bhd,"86 - 87, Jalan Lumut, Medan Sejahtera,
, Sitiawan, Perak"
16.0,AVK Valves Manufacturing Malaysia Sdn Bhd,"Lot No 1, Jln Sungai Chadong 8, Batu 51/2 Mile, Jln Kapar
, Klang, Selangor"
16.0,Jinaco Enterprise,"Lot B1.1-25, KOMTAR, Jalan Penang,,
, Georgetown, Pulau Pinang"
16.0,Merit Art Sdn Bhd,"Lot. 4914, Jln Segenting,, Off Jln Klang Banting, Bt 11,
, Telok Panglima Garang, Selangor"
13.0,Mitra Malaysia Sdn Bhd,"Lot 6.03A, Level 6, Wisma Central, Jalan Ampang
, Kuala Lumpur, Kuala Lumpur"
13.0,Lim Agency,"No. 380,, Jalan Raja Laut,
, Kuala Lumpur, Kuala Lumpur"
13.0,Jaya Filter (M) Sdn Bhd,"7 JalanMeteor U16/154, Elmina, Seksyen U16
, Shah Alam, Selangor"
13.0,Superlift Machinery Sdn Bhd,"11A, Jln Mewah Ria Satu/2, Taman Bukit Mewah
, Johor Bahru, Johor"
13.0,HC Duraclean Sdn Bhd,"No. 2, Jln Garuda 1, Larkin Jaya
, Johor Bahru, Johor"
13.0,Advance Machinery Movers Sdn Bhd,"No. 14, Jln Bayu 2/1, Tmn Perindustrian Tampoi Jaya
, Johor Bahru, Johor"
13.0,Kasuga Sdn Bhd,"No. 28A, Jalan MJ/1, Medan Maju Jaya,, Bt 7 Off Jalan Klang Lama,
, Petaling Jaya, Selangor"
13.0,PGL Berjaya Disposal Sdn Bhd,"No. 77, Jalan 18/4,, Seksyen 18,
, Petaling Jaya, Selangor"
13.0,Island Hospital,"308, Jalan Macalister,
, Georgetown, Pulau Pinang"
13.0,Steelon Roofing Systems Sdn Bhd,"4-2-4, Queen Avenue, Jalan Bayam,, Off Jalan Peel,
, Kuala Lumpur, Kuala Lumpur"
13.0,Neko Services Engineering Sdn Bhd,"No. 2, Jln Kapar 27/89, Seksyen 27
, Shah Alam, Selangor"
13.0,Chemfield Sdn Bhd,"No. 1, Lun Industri Lahat 3, Kaw Perindustrian Rima Lahat
, Ipoh, Perak"
12.0,Kinabalu Signs Supply,"Lot No. 8, WK Commercial Centre,, Mile 5, Jalan Bundusan,
, Penampang, Sabah"
12.0,Bycom Industries Sdn Bhd,"No. 10, Jln Canggih 1, Taman Perindustrian Cemerlang
, Ulu Tiram, Johor"
12.0,Any Cargo Services (J) Sdn Bhd,"No. 46, A, Jln Mawar 1, Taman Mawar
, Pasir Gudang, Johor"
12.0,Pantai Timor Kuari Sdn Bhd,"No. 178, Jln Kuala Krai,
, Kota Bharu, Kelantan"
12.0,Ann Office Supplies,"No. 7A, Jalan 6/23E,, Taman Danau Kota, Setapak,
, Setapak, Kuala Lumpur"
12.0,Intralink Techno Sdn Bhd,"Lot 7447 & 7980, Jln P4/1, Bandar Teknologi Kajang, Batu 18, Jalan Semenyih
, Semenyih, Selangor"
12.0,SAJ Holdings Sdn Bhd,"Bangunan Ibu Pejabat SAJH, Jalan Garuda, Larkin
, Johor Bahru, Johor"
12.0,CP Crystal Pure Industries Sdn Bhd,"No. 12, Lorong IKS Simpang Empat L,, Taman IKS Simpang Empat,
, Simpang Ampat, Pulau Pinang"
12.0,Palm-Mech Engineering Sdn Bhd,"TB 9208, New Hua Dat Light Industrial Estate,, Mile 3, Jalan Apas
, Tawau, Sabah"
12.0,GS Pave & Scape Sdn Bhd,"No. 41A, Jalan Kuala Kangsar,,
, Ipoh, Perak"
12.0,Pestkill Sdn Bhd,"No. 13, 1st Floor, Jln Sena Indah,, Taman Sena Indah,
, Kangar, Perlis"
12.0,Insas Pacific Rent-A-Car Sdn Bhd,"Suite 29.8, 8th Floor, The Boulevard,, Mid Valley City, Lingkaran Syed Putra,
, Kuala Lumpur, Kuala Lumpur"
18.0,Deriguour Security Sdn Bhd,"B-02-08, Jln SS7/13B, Aman Seri Plaza Kelana Jaya
, Petaling Jaya, Selangor"
18.0,STH & Co,"129-A, Jalan Genting Kelang, Setapak,
, Setapak, Kuala Lumpur"
18.0,TNG Supplies Sdn Bhd,"No 154, Jalan Industri Integrasi Rawang 1/2,, Taman Perindustrian Integrasi Rawang,
, Rawang, Selangor"
18.0,Excel Parking,"Basement 1, Block A, Kelana Centre Point, Jalan SS 7/19
, Petaling Jaya, Selangor"
18.0,Shen Jai School Of Commerce,"21A, Jalan Bendahara,,
, Ipoh, Perak"
18.0,NPC Pest Control Services Sdn Bhd,"No. 47, 1st Floor, Jln Puteri 5/3, Bandar Puteri
, Puchong, Selangor"
18.0,Sin Hup Guan Piling & Construction Sdn Bhd,"No 123, 1st Floor, Leboh Turi,, Off Persiaran Raja Muda Musa,
, Klang, Selangor"
18.0,KM Mobil Sdn Bhd,"Lot 2227,, Saberkas Commercial Centre,
, Miri, Sarawak"
18.0,Liew Kin Choong Enterprise Sdn Bhd,"No. 11, Jalan 51A/235A,, Seksyen 51A,
, Petaling Jaya, Selangor"
18.0,Terminex Pest Control Sdn Bhd,"Wisma Terminex, No. 12A,, Jalan Selaseh Indah, Taman Selaseh Fasa 1,
, Batu Caves, Selangor"
18.0,CF Chan Furniture Sdn Bhd,"TB1823, Batu 1 1/4, Jalan Kuhara,
, Tawau, Sabah"
